"","data2.District.Name","data2.School.Name","data2.Population","data2.Disaggregated","data2.Assessment","data2.Achievement.Level"
"358590","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Mathematics","Well Below State Expectations"
"358591","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Mathematics","Well Below State Expectations"
"358592","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Mathematics","Well Below State Expectations"
"358593","Lewiston Public Schools","Farwell Elementary School","American Indian or Alaska Native","Racial/Ethnic Diversity","Mathematics","Well Below State Expectations"
"358594","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Mathematics","Well Below State Expectations"
"358595","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Mathematics","Below State Expectations"
"358596","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Mathematics","Below State Expectations"
"358597","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Mathematics","Below State Expectations"
"358598","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Mathematics","Below State Expectations"
"358599","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Mathematics","Below State Expectations"
"358600","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Mathematics","Below State Expectations"
"358601","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Mathematics","Below State Expectations"
"358602","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Mathematics","Below State Expectations"
"358709","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Mathematics","Below State Expectations"
"358710","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Mathematics","Below State Expectations"
"358711","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Mathematics","Below State Expectations"
"358712","Lewiston Public Schools","Farwell Elementary School","American Indian or Alaska Native","Racial/Ethnic Diversity","Mathematics","Below State Expectations"
"358713","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Mathematics","Below State Expectations"
"358714","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Mathematics","At State Expectations"
"358715","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Mathematics","At State Expectations"
"358716","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Mathematics","At State Expectations"
"358717","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Mathematics","At State Expectations"
"358718","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Mathematics","At State Expectations"
"358719","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Mathematics","At State Expectations"
"358720","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Mathematics","At State Expectations"
"358721","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Mathematics","At State Expectations"
"358722","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Mathematics","At State Expectations"
"358723","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Mathematics","At State Expectations"
"358724","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Mathematics","At State Expectations"
"358725","Lewiston Public Schools","Farwell Elementary School","American Indian or Alaska Native","Racial/Ethnic Diversity","Mathematics","At State Expectations"
"358726","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Mathematics","At State Expectations"
"358727","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Mathematics","Above State Expectations"
"358728","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Mathematics","Above State Expectations"
"358729","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Mathematics","Above State Expectations"
"358730","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Mathematics","Above State Expectations"
"358731","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Mathematics","Above State Expectations"
"358732","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Mathematics","Above State Expectations"
"358838","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Mathematics","Above State Expectations"
"358839","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Mathematics","Above State Expectations"
"358840","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Mathematics","Above State Expectations"
"358841","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Mathematics","Above State Expectations"
"358842","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Mathematics","Above State Expectations"
"358843","Lewiston Public Schools","Farwell Elementary School","American Indian or Alaska Native","Racial/Ethnic Diversity","Mathematics","Above State Expectations"
"358844","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Mathematics","Above State Expectations"
"358845","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Mathematics","At or Above State Expectations"
"358846","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"358847","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Mathematics","At or Above State Expectations"
"358848","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"358849","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"358850","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Mathematics","At or Above State Expectations"
"358851","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"358852","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"358853","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Mathematics","At or Above State Expectations"
"358854","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Mathematics","At or Above State Expectations"
"358855","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Mathematics","At or Above State Expectations"
"358856","Lewiston Public Schools","Farwell Elementary School","American Indian or Alaska Native","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"358857","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Mathematics","At or Above State Expectations"
"358858","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Mathematics","Below or Well Below State Expectations"
"358859","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"358860","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Mathematics","Below or Well Below State Expectations"
"358861","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"358862","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"358863","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Mathematics","Below or Well Below State Expectations"
"358959","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"358960","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"358961","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Mathematics","Below or Well Below State Expectations"
